humanLabel,genderLabel,label
Anne Grethe Erlandsen,female,nurse
Margita Reiznerová,female,nurse
Meralda Warren,female,nurse
Antje Grauhan,female,nurse
Rösli Näf,female,nurse
Emma Ott,female,nurse
Friedel Bohny-Reiter,female,nurse
Margarete Himmler,female,nurse
Apollonia Diepenbrock,female,nurse
Eleanor Robson Belmont,female,nurse
Luise Oertzen,female,nurse
Mamie Johnson,female,nurse
Birgit S. Hansen,female,nurse
Lars Berrum,male,nurse
Louise Hugues,female,nurse
Elsa Lüthi-Ruth,female,nurse
Hedwig Schlichting,female,nurse
Irene Goldin,female,nurse
Mathilde von Horn,female,nurse
Jupp Henneböhl,male,nurse
Bernadette Chauvot de Beauchêne,female,nurse
Ye Xin,female,nurse
Suzanne Deutsch de La Meurthe,female,nurse
Bronisława Wieniawa-Długoszowska,female,nurse
Lucy Tayiah Eads,female,nurse
Evelyn Lundeen,female,nurse
Katharine McLennan,female,nurse
Laura Attrux,female,nurse
Cordelia E Cook,female,nurse
Patsy Lawlor,female,nurse
Helga Dagsland,female,nurse
Mad Cow-Girl,female,nurse
Sibella Annie Barrington,female,nurse
Sarah Palmer Young,female,nurse
Lucy Higgs Nichols,female,nurse
Athena Mesolora,female,nurse
Rikke Nissen,female,nurse
Jørgen Hansen-Nord,male,nurse
Anna Maria de Bussy,female,nurse
Marjorie Ingeleiv Bly,female,nurse
Koo Sung-ae,female,nurse
Patricia Giles,female,nurse
Shirley Chater,female,nurse
Patricia Benner,female,nurse
Georgie Day,female,nurse
Q16129312,female,nurse
Princess Marie-Louise Ranavalo of Madagascar,female,nurse
Annabel Digance,female,nurse
Daurene Lewis,female,nurse
Karl Gorath,male,nurse
Kaye Lani Rae Rafko,female,nurse
Margherita Kaiser Parodi,female,nurse
Maria Assunta Lorenzoni,female,nurse
Mary Carson Breckinridge,female,nurse
Mary Joseph Dempsey,female,nurse
Michele McDonald,female,nurse
Shuli Mualem,female,nurse
Thuwaybah,female,nurse
Tisa Farrow,female,nurse
Tracy Hogg,female,nurse
Sonya Eddy,female,nurse
Yekaterina Bakunina,female,nurse
Lyubov Belozerskaya,female,nurse
Mary Ann Bevan,female,nurse
Virginia Clinton Kelley,female,nurse
Rufaida Al-Aslamia,female,nurse
Hammanah bint Jahsh,female,nurse
Yulia Petrovna Vrevskaya,female,nurse
Valentina Gagarina,female,nurse
Kristen Gilbert,female,nurse
Tatyana Grimblit,female,nurse
Kateryna Desnytska,female,nurse
Marion Dewar,female,nurse
Olesya Ivanova,female,nurse
Rimma Ivanova,female,nurse
Mariya Kislyak,female,nurse
Gulya Korolyova,female,nurse
Connie Kreski,female,nurse
Irina Levchenko,female,nurse
Jennifer Musa,female,nurse
Q4310187,female,nurse
Matrena Necheporchukova,female,nurse
Anna Henryka Pustowojtowna,female,nurse
Emmy Rappe,female,nurse
Hisashi Moriguchi,male,nurse
Martha von Sabinin,female,nurse
Zinaida Tusnolobova-Marchenko,female,nurse
Margaret Utinsky,female,nurse
Nigar Shikhlinskaya,female,nurse
Irina Yanina,female,nurse
Aud Blankholm,female,nurse
Anne Margrethe Strømsheim,female,nurse
Tove-Lise Torve,female,nurse
Torill Selsvold Nyborg,female,nurse
Abdullah H. Abdur-Razzaq,male,nurse
Abraão José Bueno,male,nurse
Adah Belle Thoms,female,nurse
Addie L. Ballou,female,nurse
Adelaide Hicks,female,nurse
Agnes Harrold,female,nurse
Agnes Hunt,female,nurse
Agnes Reston,female,nurse
Ainna Fawcett-Henesy,female,nurse
Akenehi Hei,female,nurse
Aleda E. Lutz,female,nurse
Alex Wubbels,female,nurse
Alice Fisher,female,nurse
Alice Hannah Holford,female,nurse
Alice Magaw,female,nurse
Alicia Lloyd Still,female,nurse
Alina Pienkowska,female,nurse
Alison Kitson,female,nurse
Alma S. Woolley,female,nurse
Almira Fales,female,nurse
Amanda Fritz,female,nurse
Andrea Spyropoulos,female,nurse
Anita Thigpen Perry,female,nurse
Ann A. Bernatitus,female,nurse
Ann Evans,female,nurse
Ann Gloag,female,nurse
Ann Keen,female,nurse
Ann Leonard,female,nurse
Ann Moore,female,nurse
Anna Etheridge,female,nurse
Anna Maxwell,female,nurse
Anna Zinkeisen,female,nurse
Anne Baker,female,nurse
Anne Casey,female,nurse
Anne Dalgarno,female,nurse
Anne Marie Rafferty,female,nurse
Anne Moffat,female,nurse
Anne Pattrick,female,nurse
Anne Poole,female,nurse
Anne Thomson,female,nurse
Annie Altschul,female,nurse
Annie Constance Tocker,female,nurse
Annie Fox,female,nurse
Annie M. P. Smithson,female,nurse
Anthony J. Carr,male,nurse
Lillias Hamilton,female,nurse
Barrie Lambert,female,nurse
Aruna Shanbaug,female,nurse
Bozena Banachowicz,female,nurse
Lucyna Dargiewicz,female,nurse
Marta Sibina,female,nurse
Inui Shinobu,female,nurse
María del Carmen Maura y Herrera,female,nurse
Josefa Madrid,female,nurse
Olive Selden Attride Tattersall,female,nurse
Johann Christian Breutel,male,nurse
Friedrich Wilhelm Kölbing,male,nurse
Winifred Olivia Moore,female,nurse
Jeanne Antelme,female,nurse
Magdalena Maria Epstein,female,nurse
Longina Kaczmarska,female,nurse
Jessie Margaret Langham,female,nurse
Adelaide Maud Kellett,female,nurse
Jessie McHardy White,female,nurse
Joan Stevenson Abbott,female,nurse
Agnes Helen Morgan,female,nurse
Agnes Jessie (Addie) Bennett,female,nurse
Amelia Lucy Wayn,female,nurse
Anne Greene,female,nurse
Annie Bertha Parry,female,nurse
Annie Lynch,female,nurse
Barbara Ierne Moriarty,female,nurse
Beryl Emma Burbridge,female,nurse
Kathleen Hope Barnes,female,nurse
Kathleen Isabel Alice Parker,female,nurse
Kathleen Patricia (Kath) Bonnin,female,nurse
Lucy de Neeve,female,nurse
Mabel Mary McCutcheon,female,nurse
Margaret Dorothy Edis,female,nurse
Margaret Frances Looker,female,nurse
Christense Sorensen,female,nurse
Clara Winifred Howie,female,nurse
Clare Deacon,female,nurse
Martha Madge Hateley,female,nurse
Martha Sarah Bidmead,female,nurse
Mary Agnes McCarthy,female,nurse
Mary Ann Nicolay,female,nurse
Constance Mabel Keys,female,nurse
Mary May Scollen,female,nurse
Muriel Conomie Stanley,female,nurse
Dora Isabel Baudinet,female,nurse
Doris Bardsley,female,nurse
Doris Regina Booth,female,nurse
Dorothy Gwendolen Cawood,female,nurse
Norah Margaret Martin,female,nurse
Patricia Violet Slater,female,nurse
Edith Hughes-Jones,female,nurse
Edna Mary Anna Jane Shaw,female,nurse
Phyllis Katherine Fraser Mullens,female,nurse
Rachael Pratt,female,nurse
Elizabeth Frances Shippen,female,nurse
Ellen O'Doherty,female,nurse
Ellen Barron,female,nurse
Elsie Clare Pidgeon,female,nurse
Emma Jane Callaghan,female,nurse
Ethel Jessie Bowe,female,nurse
Ethel Tracy Richardson,female,nurse
Eunice Muriel Harriett Hunt Paten,female,nurse
Evelyn Grace Ione Nowland,female,nurse
Rosa Angela Kirkcaldie,female,nurse
Rosa Zelma Huppatz,female,nurse
Rose Ann Creal,female,nurse
Georgina McCready,female,nurse
Dora Sweetapple,female,nurse
Haldane Colquhoun Turriff,female,nurse
Ida Muriel Forsyth,female,nurse
Ida Nancy Ashburn,female,nurse
Isla Stuart Blomfield,female,nurse
Jane Bell,female,nurse
Helvi Boothe,female,nurse
Ida Dorothy Love,female,nurse
Helen Wilkes,female,nurse
Charlotte Edith Anderson Monture,female,nurse
Stella Chen Landauer,female,nurse
Lydia Abell,female,nurse
Doris Durlacher,female,nurse
Victoria Joyce Ely,female,nurse
Kyoko Akaki,female,nurse
Takahiro Kakeda,male,nurse
Aiko Sawada,female,nurse
Tatsu Tanaka,female,nurse
Nakako Bōjō,female,nurse
Yoriko Watanabe,female,nurse
Joyce Meredith McMillan,female,nurse
Dirk den Hollander,male,nurse
Mária Sándor,female,nurse
Gladys Black,female,nurse
Roma Britnell,female,nurse
Colleen Hilton,female,nurse
Emily Elizabeth Parsons,female,nurse
Michelle Lane Smithwick,female,nurse
Anna Svendsen,female,nurse
Midori Kawashima,female,nurse
Miki Hanada,female,nurse
Hatsuko Araki,female,nurse
Stefaniia Hrebenovska,female,nurse
Marie-Rose Astié de Valsayre,female,nurse
Ediborah Yap,female,nurse
Khalil Rasjed Dale,male,nurse
Phannatorn Charoenkul,female,nurse
Patcharee Chuariyagul,female,nurse
Anisa,female,nurse
Sumol Kasornwanitwatana,female,nurse
Krongchit Chomsamut,female,nurse
Piengjai Guntape,female,nurse
Anong Taweesap,female,nurse
Raquel Marieta Wanada-Luydens,female,nurse
Toril Parelius,female,nurse
Tokiko Saita,female,nurse
Juana María Hernandez Conesa,female,nurse
Jørgen Venø,male,nurse
Birgitte Wandschneider,female,nurse
Wang Wenzhen,female,nurse
Xian Jishu,female,nurse
Yang Qiu,female,nurse
Michaëlle Colin,female,nurse
Germaine Pierre-Louis,female,nurse
Jude Célorge,female,nurse
Noela Davies,female,nurse
Vafa Amirova,female,nurse
Ludmila Lelikova,female,nurse
Sylvie Joséphine Ngouadakpa,female,nurse
Yufeng Sun,female,nurse
Zhang Liyan,female,nurse
Shengrong Chen,female,nurse
Rongxiu Chen,female,nurse
Xinjuan Wu,female,nurse
Xiaoying Jiang,female,nurse
Sheng Xiu Zhao,female,nurse
Yumei Suo,female,nurse
Ali Soumaili Daniel,male,nurse
Mohamed Soilihi Ahmed,male,nurse
Choi Mi-ja,female,nurse
Myoung-Hee Lee,female,nurse
Eraida González Castro,female,nurse
Inger Hee,female,nurse
Claus Bekke,male,nurse
Charlotte Dong McIntyre,female,nurse
John Mark Burton,male,nurse
Janice Lufkin,female,nurse
Cheryl K. Schmidt,female,nurse
Debra Williams,female,nurse
Päivi Irmeli Muma,female,nurse
Anne Marie Ferna Victor,female,nurse
Irandokht Rezaii,male,nurse
Seiko Muramatsu,female,nurse
Apollo Kinyoike Barasa,male,nurse
Hellen Cheruto,female,nurse
Andrew Roy Cameron,male,nurse
Lyubov Klokova,female,nurse
Usa Rachpreecha,female,nurse
Somsiri Anongkanatrakool,female,nurse
Pavinee Yuprasert,female,nurse
Pensiri Mekhora,female,nurse
Kamlairat Yensuchit,female,nurse
Liudmila Olexandrivna Vlasova,female,nurse
Andrea Rioja,female,nurse
Phyllis Mary Daymon,female,nurse
Patricia Downes Chomley,female,nurse
Amanda Brieba de Lorca,female,nurse
Signey Henriette Vest,female,nurse
Dorothea Frederikke Bengtzen,female,nurse
Hélène Rouvier,female,nurse
Emma Ruidavetz,female,nurse
Marguerite Patrimonio,female,nurse
Luise Sophie Knigge,female,nurse
Mary Edith Mckay Buchanan,female,nurse
Aki Oku,female,nurse
Elizabeth Gordon Fox,female,nurse
Sofia Nilsson,female,nurse
Ännchen Jung-Eisel,female,nurse
Marichu de la Mora,female,nurse
Charlotte Ströher,female,nurse
Editha Schell,female,nurse
Otti Gerber,female,nurse
Elisabeth Dörsam,female,nurse
Katharina Equit,female,nurse
Anna Hastenplug,female,nurse
Margarethe Lies,female,nurse
Margarethe Münch,female,nurse
Lilly Bischoff,female,nurse
