humanLabel,genderLabel,label
Václava Tmejová,female,teacher
Q120596452,female,teacher
Q120596494,female,teacher
Q120596508,female,teacher
Q120596509,female,teacher
Dana Lacková,female,teacher
Monika Melicherová,female,teacher
Zuzana Minarechová,female,teacher
Q120596514,female,teacher
Q120597173,female,teacher
Andrea Chobotová,female,teacher
Daniela Virágová,female,teacher
Q120597390,female,teacher
Stanislava Korcová,female,teacher
Milena Kmentová,female,teacher
Sylva Vespalcová,female,teacher
Daria Fialová,female,teacher
Rachel W. Sperry,female,teacher
Jana Hnojská,female,teacher
Hana Fialová,female,teacher
Lenka Suchardová,female,teacher
Q120603747,female,teacher
Q120603801,female,teacher
Q120603864,female,teacher
Miroslava Baxová,female,teacher
Petra Pomijová,female,teacher
Q120604640,female,teacher
Q120605037,female,teacher
Petra Martinovská,female,teacher
Helena Zdrubecká,female,teacher
Amanda Elizabeth Burwasser,female,teacher
Vladimíra Ottomanská,female,teacher
Julie Franková,female,teacher
Dana Peterková,female,teacher
Q120606637,female,teacher
Q120607223,female,teacher
Michaela Fiedlerová,female,teacher
Andrea Rejchrtová,female,teacher
Blanka Sedláková,female,teacher
Pavlína Houserová,female,teacher
Q120608882,female,teacher
Petra Slavíková,female,teacher
Dominika Hájková,female,teacher
Ivana Havelková,female,teacher
Q120612740,female,teacher
Tereza Hormandlová,female,teacher
Sylva Hubníková,female,teacher
Q120613649,female,teacher
Marcela Trantinová,female,teacher
Jana Zetková,female,teacher
Q120613803,female,teacher
Q120613806,female,teacher
Q120614452,female,teacher
Q120614547,female,teacher
Q120614665,female,teacher
Veronika Dosoudilová,female,teacher
Hana Plívová,female,teacher
Marie Grmelová,female,teacher
Q120615119,female,teacher
Sandra Navrátilová,female,teacher
Petra Ristić,female,teacher
Petra Jánská,female,teacher
Q120616138,female,teacher
Lucille Hasiak,female,teacher
Veronika Ryzhenko,female,teacher
Katarzyna Kozłowska,female,teacher
Mojca Štoka,female,teacher
Pavla Hoppová,female,teacher
Eva Brykner,female,teacher
Anna Valoušková,female,teacher
Šárka Landkammerová,female,teacher
Corona Cermak,female,teacher
Kristýna Rubriciusová,female,teacher
Veronika Hříbalová,female,teacher
Lucinda Murch,female,teacher
Eileen Cecilia Woodhead,female,teacher
Gayleen Evelyn Taylor,female,teacher
Q124337217,female,teacher
Els Verwaeren,female,teacher
Tatiana Slotová,female,teacher
Vendula Turnerová,female,teacher
Iva Pustková,female,teacher
Rhiannon Rose Jelen,female,teacher
