humanLabel,genderLabel,label
Muzzammil Hassan,male,ceo
Dinesh Saparamadu,male,ceo
Doug McMillon,male,ceo
Tapan Singhel,male,ceo
Azzam Sleit,male,ceo
Amir Ashkenazi,male,ceo
Darell Hammond,male,ceo
Arancha González Laya,female,ceo
Jamel Holley,male,ceo
Michael Chasen,male,ceo
David Simon,male,ceo
Tina Cornely,female,ceo
Teague Egan,male,ceo
Amber Kelleher-Andrews,female,ceo
Brian Scudamore,male,ceo
Heikki von Hertzen,male,ceo
Annika Falkengren,female,ceo
Bridgette B,female,ceo
Mimi Jakobsen,female,ceo
Einosuke Akiya,male,ceo
Markku von Hertzen,male,ceo
G. V. Prasad,male,ceo
"Galen Weston, Jr.",male,ceo
Garo H. Armen,male,ceo
Gary C. Kelly,male,ceo
Gary Heavin,male,ceo
George G. Weston,male,ceo
Emil Aaltonen,male,ceo
Gerald Hassell,male,ceo
Stein Lier-Hansen,male,ceo
Antony Blinken,male,ceo
Sakari Kiuru,male,ceo
Aarne Eskola,male,ceo
Arvo Karvinen,male,ceo
Jan Thomas Odegard,male,ceo
Lars Petter Bartnes,male,ceo
Ossi Heinänen,male,ceo
Nick Cooney,male,ceo
Edward M. Straw,male,ceo
Siiri Loimaranta,female,ceo
Ragnar Gröning,male,ceo
Anna-Kristiina Mikkonen,female,ceo
Aatos Tavaila,male,ceo
Liisa Orko,female,ceo
Liisa Rohweder,female,ceo
L. O. Johanson,male,ceo
Lauri Rikala,male,ceo
Seppo Ensio Närhi,male,ceo
Veli Pinomaa,male,ceo
Kristiina Tainio,female,ceo
Edwin Törmälä,male,ceo
Kerttu Varjo,female,ceo
Eirik Fenstad Thorbjørnsen,male,ceo
Tuija Talvitie,female,ceo
Martti Töttölä,male,ceo
Lauri Kirves,male,ceo
Liisa Rautanen,female,ceo
Ilkka Vass,male,ceo
Ulla Saunaluoma,female,ceo
Viola Wallenius,female,ceo
Lauri Pöyhönen,male,ceo
Sanni Lehtinen,female,ceo
Germaine Rousset,female,ceo
Nicolaas Schouten,male,ceo
Egbert Star,male,ceo
Jan Thoomes,male,ceo
Arthur Varoquaux,male,ceo
Berend Velthuis,male,ceo
Catherine Yvens,female,ceo
Jacob Zijp,male,ceo
Dirk Zuiderveld,male,ceo
Barry Patterson,male,ceo
Anju Arumugam,female,ceo
Michael A. Wollan,male,ceo
Éric Thuau,male,ceo
Georges Vital Lechartier,male,ceo
Mohd Khairi Abdul Aziz,male,ceo
Joe Osae-Addo,male,ceo
Aquiline Tarimo,male,ceo
Sule Iddrisu,male,ceo
Elphege Filiatrault,male,ceo
Kawu Hamza Galadima,male,ceo
André Hussenet,male,ceo
Dag Endal,male,ceo
Liv Hege Skagestad,female,ceo
Regina Okyere-Dankwa,female,ceo
Matti Myllylä,male,ceo
Régis Spinoza,male,ceo
Dorothy Flagg Leet,female,ceo
Harri Hakola,male,ceo
Jan Jenssen,male,ceo
Pentti Keynäs,male,ceo
Iddrisu Sulemana,male,ceo
Elizabeth Baitie,female,ceo
Marconi Leal,male,ceo
Sébastien Colucci,male,ceo
Aimé Jardry,male,ceo
T. Thomas Fortune Fletcher,male,ceo
Stéphane Vitel,male,ceo
Stephen Yeo,male,ceo
K. Gopinath,male,ceo
Hemanto Pius Rozario,male,ceo
Thierry Dabert,male,ceo
Ferdinand Laliberté dit Roireau,male,ceo
John J. Harrington,male,ceo
Warren C. Hayman,male,ceo
Corinne Grand,female,ceo
Blanche Ablin-Nio,female,ceo
Sisko Ramsay,female,ceo
